value,unit,rawValue
5.0630207221,m/s,0.843836787011322
5.4145939512,m/s,0.902432325205237
5.4658650472,m/s,0.910977507858516
5.075838496,m/s,0.845973082674642
3.7372966704,m/s,0.622882778405103
3.0707724235,m/s,0.511795403912473
4.1694387646,m/s,0.694906460768456
5.1545762505,m/s,0.859096041749321
5.1124607074,m/s,0.852076784569842
4.9989318522,m/s,0.833155308694723
4.3873409223,m/s,0.731223487044893
4.940336314,m/s,0.823389385662404
4.9879451888,m/s,0.831324198126164
6.9893490402,m/s,1.16489150669881
5.7606738487,m/s,0.960112308114872
5.1124607074,m/s,0.852076784569842
4.5319986572,m/s,0.755333109530931
4.3983275857,m/s,0.733054597613453
4.7004608295,m/s,0.783410138248848
5.9236426893,m/s,0.987273781548509
6.1799981689,m/s,1.02999969481491
5.9657582324,m/s,0.994293038727989
5.4695272683,m/s,0.911587878048036
5.4091006195,m/s,0.901516769920957
4.8670918912,m/s,0.811181981872005
5.8522293771,m/s,0.97537156285287
5.4969939268,m/s,0.916165654469436
5.1087984863,m/s,0.851466414380322
4.4880520035,m/s,0.748008667256691
4.1584521012,m/s,0.693075350199896
4.2371898556,m/s,0.706198309274575
4.7865230262,m/s,0.797753837702567
4.312265389,m/s,0.718710898159734
4.8542741173,m/s,0.809045686208686
4.0980254524,m/s,0.683004242072817
3.8435010834,m/s,0.640583513901181
3.2813501389,m/s,0.54689168980987
2.3255104221,m/s,0.387585070345164
2.3712881863,m/s,0.395214697714164
3.6402478103,m/s,0.606707968382824
3.0890835292,m/s,0.514847254860073
2.1698660237,m/s,0.361644337290567
1.8695638905,m/s,0.311593981749931
1.9190038759,m/s,0.319833979308451
2.1002838221,m/s,0.350047303689688
2.0270393994,m/s,0.337839899899289
1.0876796777,m/s,0.181279946287423
2.2284615619,m/s,0.371410260322886
2.2522659993,m/s,0.375377666554766
1.5692617573,m/s,0.261543626209296
2.1442304758,m/s,0.357371745963927
1.8274483474,m/s,0.304574724570452
1.4868617817,m/s,0.247810296945097
2.0325327311,m/s,0.338755455183569
2.7191991943,m/s,0.453199865718558
3.6677144688,m/s,0.611285744804224
3.4992522965,m/s,0.583208716086306
3.7006744591,m/s,0.616779076509903
4.2902920621,m/s,0.715048677022614
3.6402478103,m/s,0.606707968382824
3.7739188818,m/s,0.628986480300302
5.0868251595,m/s,0.847804193243202
3.6237678152,m/s,0.603961302529984
3.8599810785,m/s,0.643330179754021
4.2536698508,m/s,0.708944975127415
4.1328165532,m/s,0.688802758873257
4.032105472,m/s,0.672017578661458
3.3436078982,m/s,0.557267983031709
2.6001770074,m/s,0.43336283455916
3.3802301096,m/s,0.563371684926908
3.9368877224,m/s,0.65614795373394
4.0412610248,m/s,0.673543504135258
3.1495101779,m/s,0.524918362987152
2.9462569048,m/s,0.491042817468795
2.7777947325,m/s,0.462965788750877
3.5157322916,m/s,0.585955381939146
3.9442121647,m/s,0.65736869411298
3.9735099338,m/s,0.662251655629139
4.3617053743,m/s,0.726950895718253
5.4164250618,m/s,0.902737510299997
5.3248695334,m/s,0.887478255561998
5.0575273904,m/s,0.842921231727042
5.6324961089,m/s,0.938749351481674
4.2518387402,m/s,0.708639790032655
4.7810296945,m/s,0.796838282418287
3.806878872,m/s,0.634479812005982
3.8691366314,m/s,0.644856105227821
2.9554124577,m/s,0.492568742942595
3.4406567583,m/s,0.573442793053987
3.9625232704,m/s,0.660420545060579
4.4093142491,m/s,0.734885708182012
4.4441053499,m/s,0.740684224982452
3.7098300119,m/s,0.618305001983703
4.1987365337,m/s,0.699789422284616
5.5793939024,m/s,0.929898983733635
4.8121585742,m/s,0.802026429029206
4.7041230506,m/s,0.784020508438368
4.7444074831,m/s,0.790734580523087
4.2793053987,m/s,0.713217566454054
3.44615009,m/s,0.574358348338267
4.2536698508,m/s,0.708944975127415
3.3875545518,m/s,0.564592425305948
3.5175634022,m/s,0.586260567033906
2.376781518,m/s,0.396130252998444
2.070986053,m/s,0.345164342173528
2.4353770562,m/s,0.405896176030763
2.2614215522,m/s,0.376903592028565
2.2907193213,m/s,0.381786553544725
2.0270393994,m/s,0.337839899899289
2.6496169927,m/s,0.441602832117679
3.4626300851,m/s,0.577105014191107
2.724692526,m/s,0.454115421002838
2.7723014008,m/s,0.462050233466598
2.750328074,m/s,0.458388012329478
2.1955015717,m/s,0.365916928617206
2.3236793115,m/s,0.387279885250404
2.3786126286,m/s,0.396435438093204
2.2925504318,m/s,0.382091738639485
2.0599993896,m/s,0.343333231604968
2.0068971831,m/s,0.334482863856929
1.8347727897,m/s,0.305795464949492
2.8400524918,m/s,0.473342081972716
3.3857234413,m/s,0.564287240211188
3.4626300851,m/s,0.577105014191107
3.1678212836,m/s,0.527359843745231
4.1090121158,m/s,0.684835352641377
3.6512344737,m/s,0.608539078951384
3.433332316,m/s,0.572222052674947
3.5908078249,m/s,0.598467970824305
2.9627368999,m/s,0.493789483321635
2.89864803,m/s,0.483108005005036
1.8713950011,m/s,0.311899166844691
1.9153416547,m/s,0.319223609118931
1.6443372906,m/s,0.274056215094455
1.7340617084,m/s,0.289010284737693
1.7468794824,m/s,0.291146580401013
1.5637684256,m/s,0.260628070925016
1.8915372173,m/s,0.315256202887051
1.7908261361,m/s,0.298471022675253
1.7560350352,m/s,0.292672505874813
1.6461684011,m/s,0.274361400189215
2.0453505051,m/s,0.340891750846889
2.1863460189,m/s,0.364391003143407
2.3017059847,m/s,0.383617664113285
2.2229682302,m/s,0.370494705038606
1.3898129215,m/s,0.231635486922819
2.7869502853,m/s,0.464491714224677
3.0231635487,m/s,0.503860591448714
2.3017059847,m/s,0.383617664113285
1.6370128483,m/s,0.272835474715415
1.3348796045,m/s,0.22247993408002
1.6058839686,m/s,0.267647328104495
1.2616351817,m/s,0.210272530289621
2.4152348399,m/s,0.402539139988403
2.5818659017,m/s,0.43031098361156
3.3179723502,m/s,0.552995391705069
2.4262215033,m/s,0.404370250556963
0.7287820063,m/s,0.121463667714469
2.177190466,m/s,0.362865077669607
2.5562303537,m/s,0.426038392284921
1.8915372173,m/s,0.315256202887051
2.9334391308,m/s,0.488906521805475
2.4097415082,m/s,0.401623584704123
2.8785058138,m/s,0.479750968962676
3.3234656819,m/s,0.553910946989349
3.6896877956,m/s,0.614947965941343
3.751945555,m/s,0.625324259163182
6.357615894,m/s,1.05960264900662
6.1671803949,m/s,1.02786339915159
4.6693319498,m/s,0.778221991637928
5.2058473464,m/s,0.8676412244026
5.4402294992,m/s,0.906704916531877
5.7387005219,m/s,0.956450086977752
5.1545762505,m/s,0.859096041749321
6.1745048372,m/s,1.02908413953063
5.5244605853,m/s,0.920743430890835
5.5079805902,m/s,0.917996765037996
5.2864162114,m/s,0.881069368572039
6.9655446028,m/s,1.16092410046693
6.1067537461,m/s,1.01779229102451
5.7899716178,m/s,0.964995269631031
5.5574205756,m/s,0.926236762596515
4.9586474197,m/s,0.826441236610004
6.2587359233,m/s,1.04312265388958
5.8394116031,m/s,0.973235267189551
5.194860683,m/s,0.86581011383404
5.7570116276,m/s,0.959501937925352
5.2113406781,m/s,0.86855677968688
5.4676961577,m/s,0.911282692953276
5.6123538926,m/s,0.935392315439314
4.8414563433,m/s,0.806909390545366
4.8176519059,m/s,0.802941984313486
4.0083010346,m/s,0.668050172429579
4.9586474197,m/s,0.826441236610004
4.2884609516,m/s,0.714743491927854
4.0339365825,m/s,0.672322763756218
3.9442121647,m/s,0.65736869411298
3.7006744591,m/s,0.616779076509903
4.3452253792,m/s,0.724204229865413
3.6622211371,m/s,0.610370189519944
3.098239082,m/s,0.516373180333872
3.7812433241,m/s,0.630207220679342
2.8492080447,m/s,0.474868007446516
2.1423993652,m/s,0.357066560869167
2.2412793359,m/s,0.373546555986206
2.7008880886,m/s,0.450148014770959
2.2193060091,m/s,0.369884334849086
2.7137058626,m/s,0.452284310434278
2.0783104953,m/s,0.346385082552568
1.9794305246,m/s,0.32990508743553
1.0547196875,m/s,0.175786614581744
1.8457594531,m/s,0.307626575518052
2.4335459456,m/s,0.405590990936003
2.5873592334,m/s,0.43122653889584
2.3236793115,m/s,0.387279885250404
2.7448347423,m/s,0.457472457045198
3.3143101291,m/s,0.552385021515549
3.4315012055,m/s,0.572222052674947
3.4095278787,m/s,0.568254646443068
2.8107547227,m/s,0.468459120456557
2.2522659993,m/s,0.375377666554766
2.6093325602,m/s,0.43488876003296
2.1112704855,m/s,0.351878414258248
2.5928525651,m/s,0.43214209418012
2.5086214789,m/s,0.418103579821162
2.6404614399,m/s,0.44007690664388
2.4079103977,m/s,0.401318399609363
2.6770836512,m/s,0.446180608539079
2.3017059847,m/s,0.383617664113285
1.6992706076,m/s,0.283211767937254
3.0103457747,m/s,0.501724295785394
2.5965147862,m/s,0.43275246436964
2.1790215766,m/s,0.363170262764367
1.5344706565,m/s,0.255745109408856
1.3202307199,m/s,0.22003845332194
1.0107730338,m/s,0.168462172307505
0.9796441542,m/s,0.163274025696585
0.9265419477,m/s,0.154423657948546
0.4962309641,m/s,0.0827051606799524
0.5273598437,m/s,0.0878933072908719
0.9796441542,m/s,0.163274025696585
1.0382396924,m/s,0.173039948728904
0.653706473,m/s,0.10895107882931
0.6353953673,m/s,0.10589922788171
0.653706473,m/s,0.10895107882931
1.1920529801,m/s,0.195318460646382
1.9464705344,m/s,0.32441175572985
1.5271462142,m/s,0.254524369029817
1.2085329752,m/s,0.201422162541581
0.5932798242,m/s,0.0988799707022309
0.3259376812,m/s,0.054322946867275
0.3295999023,m/s,0.0549333170567949
0.241706595,m/s,0.0402844325083163
0.1702932829,m/s,0.0283822138126774
0.5072176275,m/s,0.0845362712485122
1.2268440809,m/s,0.204474013489181
1.2652974029,m/s,0.210882900479141
1.1334574419,m/s,0.188909573656423
1.4795373394,m/s,0.246589556566057
1.8897061068,m/s,0.314951017792291
0.9558397168,m/s,0.159306619464705
0.802026429,m/s,0.133671071504868
0.8368175298,m/s,0.139469588305307
0.9466841639,m/s,0.157780693990906
0.9466841639,m/s,0.157780693990906
0.8899197363,m/s,0.148319956053346
0.9155552843,m/s,0.152592547379986
0.3204443495,m/s,0.0534073915829951
1.175572985,m/s,0.195928830835902
1.0199285867,m/s,0.169988097781304
1.201208533,m/s,0.200201422162542
1.8347727897,m/s,0.305795464949492
2.2101504563,m/s,0.368358409375286
1.6589861751,m/s,0.276497695852535
1.9373149815,m/s,0.32288583025605
2.1826837977,m/s,0.363780632953887
1.6589861751,m/s,0.276497695852535
1.3183996094,m/s,0.21973326822718
1.3257240516,m/s,0.22095400860622
1.4795373394,m/s,0.246589556566057
2.177190466,m/s,0.362865077669607
1.6351817377,m/s,0.272530289620655
2.6551103244,m/s,0.442518387401959
2.4353770562,m/s,0.405896176030763
4.167607654,m/s,0.694601275673696
3.5010834071,m/s,0.583513901181066
3.6548966948,m/s,0.609149449140904
3.5871456038,m/s,0.597857600634785
2.3822748497,m/s,0.397045808282724
3.8087099826,m/s,0.634784997100742
3.9863277078,m/s,0.664387951292459
3.0890835292,m/s,0.514847254860073
3.0066835536,m/s,0.501113925595874
3.1348612934,m/s,0.522476882229072
3.9350566118,m/s,0.65584276863918
4.2280343028,m/s,0.704672383800775
4.5521408734,m/s,0.75869014557329
5.9327982421,m/s,0.988799707022309
6.7018646809,m/s,1.1169774468215
5.729544969,m/s,0.954924161503952
4.6894741661,m/s,0.781579027680288
4.5136875515,m/s,0.752281258583331
4.1987365337,m/s,0.699789422284616
4.4532609027,m/s,0.742210150456252
3.6494033631,m/s,0.608233893856624
3.6512344737,m/s,0.608539078951384
3.6915189062,m/s,0.615253151036103
3.925901059,m/s,0.65431684316538
3.5285500656,m/s,0.588091677602466
3.0268257698,m/s,0.504470961638234
3.1330301828,m/s,0.522171697134312
2.1204260384,m/s,0.353404339732047
2.9737235633,m/s,0.495620593890194
2.9169591357,m/s,0.486159855952635
2.89864803,m/s,0.483108005005036
2.4738303781,m/s,0.412305063020722
2.7832880642,m/s,0.463881344035157
2.631305887,m/s,0.43855098117008
2.8693502609,m/s,0.478225043488876
2.5470748009,m/s,0.424512466811121
1.8237861263,m/s,0.303964354380932
2.2339548936,m/s,0.372325815607166
2.5965147862,m/s,0.43275246436964
3.1769768365,m/s,0.529496139408551
2.7100436415,m/s,0.451673940244758
2.6514481033,m/s,0.441908017212439
2.2742393262,m/s,0.379039887691885
2.296212653,m/s,0.382702108829005
2.5177770318,m/s,0.419629505294961
1.7908261361,m/s,0.298471022675253
1.9006927702,m/s,0.316782128360851
1.4246040223,m/s,0.237434003723258
1.574755089,m/s,0.262459181493576
2.2083193457,m/s,0.368053224280526
2.4152348399,m/s,0.402539139988403
2.5910214545,m/s,0.43183690908536
2.5177770318,m/s,0.419629505294961
4.3397320475,m/s,0.723288674581134
3.6988433485,m/s,0.616473891415143
4.4587542344,m/s,0.743125705740532
4.9073763237,m/s,0.817896053956725
4.4514297922,m/s,0.741904965361492
6.0444959868,m/s,1.00741599780267
5.2864162114,m/s,0.881069368572039
4.740745262,m/s,0.790124210333567
4.5594653157,m/s,0.75991088595233
5.4036072878,m/s,0.900601214636677
4.6308786279,m/s,0.771813104647969
5.4347361675,m/s,0.905789361247597
5.1582384716,m/s,0.859706411938841
4.9421674245,m/s,0.823694570757164
4.0229499191,m/s,0.670491653187658
4.5155186621,m/s,0.752586443678091
3.858149968,m/s,0.643024994659261
3.8984344005,m/s,0.64973906674398
4.2408520768,m/s,0.706808679464095
3.7867366558,m/s,0.631122775963622
3.8966032899,m/s,0.64943388164922
3.6439100314,m/s,0.607318338572344
4.38001648,m/s,0.730002746665853
3.3014923551,m/s,0.550248725852229
4.2005676443,m/s,0.700094607379376
3.8673055208,m/s,0.644550920133061
4.367198706,m/s,0.727866451002533
4.0266121403,m/s,0.671102023377178
4.7297585986,m/s,0.788293099765008
4.1419721061,m/s,0.690328684347057
3.6970122379,m/s,0.616168706320383
3.7775811029,m/s,0.629596850489822
3.8489944151,m/s,0.641499069185461
3.0433057649,m/s,0.507217627491073
2.9590746788,m/s,0.493179113132115
2.8583635975,m/s,0.476393932920316
2.3017059847,m/s,0.383617664113285
1.175572985,m/s,0.195928830835902
1.268959624,m/s,0.211493270668661
2.1918393506,m/s,0.365306558427686
2.7375103,m/s,0.456251716666158
3.1458479568,m/s,0.524307992797632
2.6807458724,m/s,0.454725791192358
2.5196081423,m/s,0.419934690389721
3.526718955,m/s,0.587786492507706
2.6404614399,m/s,0.44007690664388
2.376781518,m/s,0.396130252998444
3.3179723502,m/s,0.552995391705069
3.5322122868,m/s,0.588702047791986
3.4223456526,m/s,0.570390942106388
3.6823633534,m/s,0.613727225562304
2.9627368999,m/s,0.493789483321635
1.7047639393,m/s,0.284127323221534
1.9702749718,m/s,0.32837916196173
2.5159459212,m/s,0.419324320200201
1.3550218207,m/s,0.225836970122379
1.2652974029,m/s,0.210882900479141
2.4683370464,m/s,0.411389507736442
2.818079165,m/s,0.469679860835597
2.0728171636,m/s,0.345469527268288
2.4958037049,m/s,0.415967284157842
1.2982573931,m/s,0.21637623218482
1.6443372906,m/s,0.274056215094455
0.9997863704,m/s,0.166631061738945
1.3348796045,m/s,0.22247993408002
1.4337595752,m/s,0.238959929197058
1.2726218451,m/s,0.212103640858181
1.5637684256,m/s,0.260628070925016
1.3641773736,m/s,0.227362895596179
1.162755211,m/s,0.193792535172582
3.4681234169,m/s,0.578020569475387
3.9698477126,m/s,0.661641285439619
5.0410473952,m/s,0.840174565874203
4.3690298166,m/s,0.728171636097293
6.9783623768,m/s,1.16306039613025
7.4947355571,m/s,1.24912259285257
7.2951445051,m/s,1.21585741752373
7.0076601459,m/s,1.16794335764641
5.9309671316,m/s,0.988494521927549
5.7332071902,m/s,0.955534531693472
5.4603717154,m/s,0.910061952574236
5.7441938536,m/s,0.957365642262032
4.8854029969,m/s,0.814233832819605
5.7844782861,m/s,0.964079714346751
5.288247322,m/s,0.881374553666799
4.5228431043,m/s,0.753807184057131
4.3488876003,m/s,0.724814600054933
4.7444074831,m/s,0.790734580523087
4.5521408734,m/s,0.75869014557329
4.4239631336,m/s,0.737327188940092
4.1492965484,m/s,0.691549424726096
4.3086031678,m/s,0.718100527970214
4.0302743614,m/s,0.671712393566698
3.7940610981,m/s,0.632343516342662
3.5578478347,m/s,0.592974639118625
4.499038667,m/s,0.749839777825251
4.4331186865,m/s,0.738853114413892
4.032105472,m/s,0.672017578661458
3.6365855892,m/s,0.606097598193304
3.8691366314,m/s,0.644856105227821
4.2353587451,m/s,0.705893124179815
4.1639454329,m/s,0.693990905484176
3.6494033631,m/s,0.608233893856624
4.2664876247,m/s,0.711081270790735
4.1090121158,m/s,0.684835352641377
4.099856563,m/s,0.683309427167577
3.8489944151,m/s,0.641499069185461
3.7537766655,m/s,0.625629444257942
4.3525498215,m/s,0.725424970244453
3.858149968,m/s,0.643024994659261
4.0797143468,m/s,0.679952391125217
3.8398388623,m/s,0.639973143711661
3.658558916,m/s,0.609759819330424
3.0872524186,m/s,0.514542069765313
2.9462569048,m/s,0.491042817468795
2.7539902951,m/s,0.458998382518998
2.2229682302,m/s,0.370494705038606
2.3731192969,m/s,0.395519882808924
2.0691549425,m/s,0.344859157078768
1.6827906125,m/s,0.280465102084414
1.6113773003,m/s,0.268562883388775
2.177190466,m/s,0.362865077669607
1.854915006,m/s,0.309152500991852
1.201208533,m/s,0.200201422162542
1.0162663656,m/s,0.169377727591784
1.3147373882,m/s,0.21912289803766
1.3440351573,m/s,0.224005859553819
0.6573686941,m/s,0.10956144901883
0.9118930631,m/s,0.151982177190466
1.4447462386,m/s,0.240791039765618
2.3071993164,m/s,0.384533219397565
2.1607104709,m/s,0.360118411816767
1.8146305734,m/s,0.302438428907132
3.4095278787,m/s,0.568254646443068
2.9096346934,m/s,0.484939115573595
2.550737022,m/s,0.425122837000641
2.4591814936,m/s,0.409863582262642
2.9444257942,m/s,0.490737632374035
2.9609057894,m/s,0.493484298226875
2.7741325114,m/s,0.462355418561357
3.7501144444,m/s,0.625019074068423
2.7338480789,m/s,0.455641346476638
2.444532609,m/s,0.407422101504563
2.669759209,m/s,0.444959868160039
2.5928525651,m/s,0.43214209418012
3.0616168706,m/s,0.510269478438673
2.6770836512,m/s,0.446180608539079
2.2449415571,m/s,0.374156926175726
1.8384350108,m/s,0.306405835139012
1.6479995117,m/s,0.274666585283975
1.909848323,m/s,0.318308053834651
2.3071993164,m/s,0.384533219397565
1.8256172369,m/s,0.304269539475692
1.201208533,m/s,0.200201422162542
1.1645863216,m/s,0.194097720267342
1.387981811,m/s,0.231330301828059
1.0986663411,m/s,0.183111056855983
0.6353953673,m/s,0.10589922788171
0.1812799463,m/s,0.0302133243812372
0.8239997559,m/s,0.137333292641987
1.9629505295,m/s,0.32715842158269
1.1865596484,m/s,0.197759941404462
0.802026429,m/s,0.133671071504868
0.6646931364,m/s,0.11078218939787
1.5015106662,m/s,0.250251777703177
1.1920529801,m/s,0.198675496688742
1.1023285623,m/s,0.183721427045503
1.0931730094,m/s,0.182195501571703
1.2103640858,m/s,0.201727347636341
1.8512527848,m/s,0.308542130802332
1.909848323,m/s,0.318308053834651
2.0087282937,m/s,0.334788048951689
1.2250129704,m/s,0.201422162541581
1.854915006,m/s,0.309152500991852
2.2376171148,m/s,0.372936185796686
2.8492080447,m/s,0.474868007446516
2.6532792138,m/s,0.442213202307199
2.3017059847,m/s,0.383617664113285
1.7560350352,m/s,0.292672505874813
1.5839106418,m/s,0.263985106967376
0.8752708518,m/s,0.145878475295267
0.7068086795,m/s,0.117801446577349
1.4099551378,m/s,0.234992522965178
1.2359996338,m/s,0.205999938962981
1.0052797021,m/s,0.167546617023225
0.628070925,m/s,0.10467848750267
0.5291909543,m/s,0.0881984923856319
0.6207464827,m/s,0.10345774712363
0.8075197607,m/s,0.134586626789148
0.6244087039,m/s,0.10406811731315
1.2103640858,m/s,0.201727347636341
0.9283730583,m/s,0.154728843043306
1.1004974517,m/s,0.183416241950743
0.8185064241,m/s,0.136417737357707
0.9100619526,m/s,0.151676992095706
1.6791283914,m/s,0.279854731894894
1.1957152013,m/s,0.199285866878262
0.9265419477,m/s,0.154423657948546
