"","name","date","mean","sitename","greenhouse","city","cultivar_id","site_id"
"178","height",2016-08-08 19:00:00,30.844,"MAC Field Scanner Field Plot 711 Season 2",FALSE,"Maricopa",6000000298,6000003307
"179","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 725 Season 2",FALSE,"Maricopa",6000000299,6000003321
"180","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 724 Season 2",FALSE,"Maricopa",6000000299,6000003320
"181","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 718 Season 2",FALSE,"Maricopa",6000000312,6000003314
"182","height",2016-08-08 19:00:00,32.827,"MAC Field Scanner Field Plot 719 Season 2",FALSE,"Maricopa",6000000312,6000003315
"183","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 703 Season 2",FALSE,"Maricopa",6000000278,6000003299
"184","height",2016-08-08 19:00:00,30.844,"MAC Field Scanner Field Plot 736 Season 2",FALSE,"Maricopa",NA,6000003332
"185","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 737 Season 2",FALSE,"Maricopa",NA,6000003333
"186","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 714 Season 2",FALSE,"Maricopa",6000000385,6000003310
"187","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 715 Season 2",FALSE,"Maricopa",6000000385,6000003311
"188","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 701 Season 2",FALSE,"Maricopa",6000000387,6000003297
"189","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 700 Season 2",FALSE,"Maricopa",6000000387,6000003296
"190","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 735 Season 2",FALSE,"Maricopa",6000000249,6000003331
"191","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 734 Season 2",FALSE,"Maricopa",6000000249,6000003330
"192","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 740 Season 2",FALSE,"Maricopa",6000000394,6000003336
"193","height",2016-08-08 19:00:00,31.505,"MAC Field Scanner Field Plot 741 Season 2",FALSE,"Maricopa",6000000394,6000003337
