name,date,mean,sitename,greenhouse,city,cultivar_id
canopy_height,2016-06-23T07:00:00Z,133,MAC Field Scanner Season 1 Field Plot 207 E,FALSE,Maricopa,6000000074
canopy_height,2016-06-23T07:00:00Z,125,MAC Field Scanner Season 1 Field Plot 222 W,FALSE,Maricopa,6000000046
canopy_height,2016-06-23T07:00:00Z,135,MAC Field Scanner Season 1 Field Plot 228 E,FALSE,Maricopa,6000000082
canopy_height,2016-06-23T07:00:00Z,138,MAC Field Scanner Season 1 Field Plot 228 W,FALSE,Maricopa,6000000082
canopy_height,2016-06-23T07:00:00Z,135,MAC Field Scanner Season 1 Field Plot 231 W,FALSE,Maricopa,6000000079
canopy_height,2016-06-23T07:00:00Z,140,MAC Field Scanner Season 1 Field Plot 231 E,FALSE,Maricopa,6000000079
canopy_height,2016-06-23T07:00:00Z,143,MAC Field Scanner Season 1 Field Plot 232 E,FALSE,Maricopa,6000000124
canopy_height,2016-06-23T07:00:00Z,141,MAC Field Scanner Season 1 Field Plot 232 W,FALSE,Maricopa,6000000124
canopy_height,2016-06-23T07:00:00Z,140,MAC Field Scanner Season 1 Field Plot 237 W,FALSE,Maricopa,6000000010
canopy_height,2016-06-23T07:00:00Z,142,MAC Field Scanner Season 1 Field Plot 252 W,FALSE,Maricopa,6000000036
canopy_height,2016-06-23T07:00:00Z,147,MAC Field Scanner Season 1 Field Plot 252 E,FALSE,Maricopa,6000000036
canopy_height,2016-06-23T07:00:00Z,135,MAC Field Scanner Season 1 Field Plot 247 E,FALSE,Maricopa,6000000106
canopy_height,2016-06-23T07:00:00Z,138,MAC Field Scanner Season 1 Field Plot 247 W,FALSE,Maricopa,6000000106
canopy_height,2016-06-23T07:00:00Z,136,MAC Field Scanner Season 1 Field Plot 244 W,FALSE,Maricopa,6000000073
canopy_height,2016-06-23T07:00:00Z,130,MAC Field Scanner Season 1 Field Plot 244 E,FALSE,Maricopa,6000000073
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 29 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 29 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,24,MAC Field Scanner Season 1 Field Plot 28 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 28 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,26,MAC Field Scanner Season 1 Field Plot 27 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,21,MAC Field Scanner Season 1 Field Plot 27 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,23,MAC Field Scanner Season 1 Field Plot 26 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,25,MAC Field Scanner Season 1 Field Plot 26 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,22,MAC Field Scanner Season 1 Field Plot 25 W,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,17,MAC Field Scanner Season 1 Field Plot 25 E,FALSE,Maricopa,6000000237
canopy_height,2016-05-31T07:00:00Z,18,MAC Field Scanner Season 1 Field Plot 24 W,FALSE,Maricopa,6000000237
